	DRS000419	DRS000420	DRS000668	DRS001349	DRS002153	DRS002154	DRS002155	DRS002156	DRS002157	DRS002158	DRS002159	DRS002160	DRS002161	DRS002162	DRS002163
LOC_Os01g08830	1985.6507	642.526365	6870.041346	212.990509	1202.49217	1229.062943	480.9285265	807.5063647	1172.450539	1006.344477	494.4507365	797.8198352	1255.399052	940.4861909	552.5781774
LOC_Os01g08850	345.9058336	143.0012946	1535.760605	16.0747554	138.7849213	189.2307275	83.76250267	125.8702967	142.7087768	162.2531171	65.42826381	124.1263639	199.4906107	179.975277	80.39180842
LOC_Os01g08860	461.2077781	144.9602165	3840.879152	46.21492177	112.7045334	177.9892982	30.11685489	123.9338305	68.08980852	163.1909963	35.51820035	127.9164819	95.56992047	143.0572714	48.0502763
LOC_Os01g08870	72.77253875	32.32221043	629.4746802	19.08877203	63.33808488	43.09214587	31.99915832	62.93514833	43.83864384	12.19243076	26.17130552	32.21600285	54.74393503	30.45735456	35.11366345
LOC_Os01g08880	223.0431058	144.9602165	1843.109744	76.35508813	191.8771395	154.5696537	111.0559024	184.9325128	162.2962559	98.47732538	93.4689483	139.2868358	220.8314667	113.522867	98.87268392
LOC_Os01g08890	576.5097226	853.1104633	2887.308744	120.5606655	440.5722669	334.4325234	688.9230556	659.3667078	677.1671368	493.3245062	910.3875564	650.0052339	865.6964641	572.2290857	1052.48586
LOC_Os01g08930	491.4509111	638.6085213	4467.398552	137.6400931	270.1183032	268.8575188	426.3417271	519.9411485	286.3502906	189.4516164	427.1530937	418.808037	335.8865166	197.5113296	469.4142377
LOC_Os01g08950	52.92548273	18.60975752	104.4199	16.0747554	16.76596365	31.85071651	6.588062007	19.36466102	24.25116468	37.51517157	13.08565276	14.21294243	33.403079	32.30325484	19.40491927
LOC_Os01g08960	633.215597	153.7753648	1646.091065	32.14951079	264.5296486	292.2771633	95.99747497	118.1244322	290.081239	250.4137703	90.66487985	112.75601	277.4311284	289.8063434	100.7207715
LOC_Os01g08970	3393.84658	1859.01683	12306.7718	549.5557001	2235.461819	2198.636225	1467.255524	1731.200695	2166.74829	1928.279819	1306.695897	1610.800142	2403.165961	2001.87885	1553.317586
LOC_Os01g09000	3790.787701	1401.60858	15266.97746	225.0465756	2051.967662	1951.324779	1005.150032	1413.620255	1452.271669	1270.826437	738.4046916	955.1097315	1527.263001	1360.428504	806.6902155
LOC_Os01g09010	4386.199381	2088.210686	9354.446891	266.2381363	1764.151953	2074.980502	1481.3728	1345.843941	1399.105655	1982.676818	1200.141296	1375.812828	1827.890712	2409.822811	1623.544913
LOC_Os01g09020	1155.854739	764.9589803	5490.910591	169.7896039	921.1965581	845.9175592	521.3980503	612.8915214	510.2071954	433.3002317	227.1295444	329.7402644	735.7956013	439.3242658	294.7699642
LOC_Os01g09030	436.6352325	143.9807556	3557.172254	25.11680531	270.1183032	250.1218032	140.2316056	187.8372119	113.7939266	454.8714553	62.62419536	69.16965317	118.7665031	222.4309833	94.25246505
LOC_Os01g09080	1879.799735	7.835687378	1205.754317	7.032705486	1022.723782	1031.401144	11.29382058	14.52349577	782.5664295	832.8368089	13.08565276	14.21294243	938.0698019	852.8059277	43.43005742
LOC_Os01g09100	80.333322	11.75353107	126.0919547	20.09344425	41.91490911	181.7364413	15.05842745	17.42819492	57.82970039	183.8243407	38.3222688	52.11412225	81.65197089	227.045734	32.34153212
LOC_Os01g09120	785.3763598	432.9217276	3679.323835	147.6868152	601.7118064	636.0775445	434.8120925	490.8941569	669.70524	770.9367758	628.1113326	720.1224166	844.355608	743.8978114	658.8432115
LOC_Os01g09200	5639.399204	1514.246586	12412.17679	167.7802595	2806.436026	2235.170871	909.152557	1082.484551	2065.079946	1872.007062	797.290129	953.2146725	2390.175875	2155.088573	967.4738324
LOC_Os01g09220	180.5137	452.5109461	1152.559274	1.004672212	92.21280005	430.9214587	210.8179842	1907.419111	84.87907638	619.9382103	555.2055529	1791.778276	784.9723565	883.2632823	436.1486618
LOC_Os01g09230	24.57254555	12.73299199	766.4026623	3.014016637	10.24586667	18.7357156	3.764606861	5.809398307	13.99105655	15.00606863	3.738757932	12.31788344	21.34085603	14.76720221	12.93661285
LOC_Os01g09246	6295.297151	2142.081037	16773.18526	417.9436403	3971.670499	3656.274899	1457.844007	1636.313856	3517.351616	2776.122696	1489.895036	1348.334472	3719.803992	3101.112464	1599.519774
LOC_Os01g09252	748.5175415	445.6547196	3389.706377	47.21959398	525.3335276	444.0364596	272.9339975	377.61089	444.9155982	385.4683879	258.9089868	381.8543867	534.449264	429.1718143	291.9978329
LOC_Os01g09260	165.3921335	3.917843689	301.4385793	1.004672212	75.44683641	62.76464725	0.941151715	0.968233051	55.96422618	46.89396447	1.869378966	14.21294243	71.44547453	49.83930747	1.84808755
LOC_Os01g09270	16.0666644	3.917843689	57.13541698	1.004672212	6.520096973	12.17821514	2.823455146	4.841165256	22.38569047	15.94394792	5.608136898	11.37035395	13.91794958	21.22785318	13.86065662
LOC_Os01g09280	371.423477	241.9268478	2191.832807	109.5092711	257.0781092	343.8003812	124.2320264	258.5182247	204.2694256	221.3395123	132.7259066	304.1569681	199.4906107	263.0407894	189.4289739
LOC_Os01g09300	1336.368439	2511.337805	5847.5144	113.52796	498.3216973	517.1057505	949.6220808	642.906746	515.803618	482.0699547	754.2944128	493.6628672	619.8126881	601.7634901	985.0306641
LOC_Os01g09305	131.3686089	264.454449	1069.811428	44.20557734	90.3499152	84.31072019	143.0550607	196.5513094	111.9284524	75.03034315	208.4357547	151.6047193	120.6222297	89.52616341	195.8972803
LOC_Os01g09310	170.1176231	361.4210803	1694.360642	82.38312141	152.7565577	119.9085798	278.5809077	318.5486738	160.4307817	102.2288425	306.5781504	232.1447264	184.6447978	114.4458171	325.2634088
LOC_Os01g09320	6517.395159	4705.33027	21451.3938	557.5930778	3269.362911	3064.226286	3278.972576	2714.925475	3180.633521	2893.357608	3265.805054	2394.407035	3530.519878	3394.610608	3212.900206
LOC_Os01g09370	511.2979671	388.8459861	4631.909149	40.18688849	378.1656245	154.5696537	330.3442521	351.4685976	252.7717549	17.8197065	214.9785811	128.8640114	335.8865166	27.68850415	282.7573951
LOC_Os01g09384	28.35293718	50.93196796	864.9120019	6.028033274	28.87471517	14.0517867	37.64606861	41.6340212	54.09875198	1.875758579	105.6199116	71.06471217	38.04239553	7.383601106	46.20218875
LOC_Os01g09410	98.29018221	109.6996233	1750.510965	45.21024955	66.13241216	6.557500459	86.58595781	82.29980935	97.00465872	1.875758579	151.4196962	90.96283157	55.67179833	0	115.5054719
LOC_Os01g09420	814.6743949	452.5109461	4858.48063	231.0746088	419.1490911	259.489661	314.3446729	399.8802501	363.7674702	52.5212402	271.0599501	260.5706113	477.8496024	111.6769667	372.3896413
LOC_Os01g09430	536.8156105	357.5032366	3901.954943	285.3269083	216.0946425	321.3175225	212.7002877	460.8789324	270.4937599	222.2773916	269.1905711	416.912978	235.6772796	213.2014819	277.2131325
LOC_Os01g09450	210.756833	416.2708919	1838.184277	8.037377698	161.1395395	162.0639399	318.1092798	197.5195424	345.1127281	317.0031998	398.1777198	296.5767321	208.7692437	248.2735872	291.0737891
LOC_Os01g09460	345.9058336	18.60975752	1613.582983	1.004672212	115.4988607	130.2132234	7.529213723	27.11052543	138.0450913	153.8122035	8.412205347	26.53082588	148.4581289	155.0556232	9.24043775
LOC_Os01g09470	143.6548817	23.50706213	270.900684	0	39.12058184	36.53464541	3.764606861	27.11052543	56.89696329	52.5212402	8.412205347	34.11106184	57.52752494	51.68520774	10.16448152
LOC_Os01g09500	56.70587435	11.75353107	197.0186793	1.004672212	43.77779396	29.97714495	12.2349723	12.58702967	21.45295337	19.69546508	11.2162738	10.42282445	33.403079	11.07540166	7.3923502
LOC_Os01g09510	4331.383703	1493.677906	9224.414563	125.5840265	1612.326837	1561.621895	749.1567654	831.712191	1548.343591	1521.240207	583.2462374	831.9308971	1774.07464	1734.22331	650.5268176
LOC_Os01g09540	118.1372382	1012.762594	4726.478115	21.09811646	36.32625457	49.64964633	561.8675741	1462.031907	72.75349404	144.4334106	680.4539436	1414.661537	57.52752494	59.99175899	493.4393758
LOC_Os01g09550	419.6234702	535.7651245	2780.918658	31.14483858	230.9977213	339.1164523	252.2286597	426.9907756	208.9331111	419.2320423	221.5214075	331.6353234	252.3788191	340.568601	281.8333514
LOC_Os01g09560	6681.842195	2135.22481	13543.06401	124.5793543	2911.68902	2895.604845	1239.496809	1441.699013	2820.597	2673.893854	1157.14558	1409.923889	3232.675756	3266.320539	1389.761838
LOC_Os01g09570	9217.539876	1859.01683	11403.44116	340.58388	1204.355055	1660.921188	897.8587364	1289.686424	911.2841497	1053.238442	952.4485832	1242.211169	932.5026221	862.9583793	849.1962292
LOC_Os01g09580	464.9881697	170.4262005	1111.185351	1.004672212	321.3476365	233.2596592	98.82093011	146.2031907	354.4400992	286.9910625	80.38329554	143.0769538	458.3644729	331.3390996	90.55628995
LOC_Os01g09590	545.3214917	113.617467	1445.132012	65.3036938	195.6029092	237.9435881	72.46868208	115.2197331	246.2425952	183.8243407	38.3222688	62.53694671	264.4410421	218.7391828	79.46776465
LOC_Os01g09620	962.1096682	568.0873349	13348.01552	255.1867419	798.246158	998.6136413	584.4552152	813.315763	1424.289556	1313.031005	512.2098367	799.7148942	1282.307088	1223.831883	810.3863906
LOC_Os01g09640	534.9254147	585.7176315	2079.53216	95.44386017	503.9103518	505.8643211	311.5212178	599.3362587	487.8215049	486.7593512	271.0599501	424.493214	570.6359329	445.7849168	361.301116
LOC_Os01g09660	48.1999932	22.52760121	175.3466245	5.023361061	37.25769699	37.47143119	18.82303431	19.36466102	69.02254563	68.46518812	19.62847914	33.16353234	86.29128741	56.29995843	25.8732257
LOC_Os01g09665	72.77253875	25.46598398	637.3554274	1.004672212	36.32625457	15.92535826	6.588062007	9.682330512	11.19284524	1.875758579	2.804068449	0	13.91794958	3.691800553	7.3923502
LOC_Os01g09670	709.7685273	299.7150422	2548.436616	10.04672212	251.4894547	335.3693092	94.11517153	244.9629619	187.4801577	286.0531832	104.6852221	166.7651912	244.9559127	281.4997922	140.4546538
LOC_Os01g09700	589.7410933	24.48652306	211.7950802	155.7241929	285.021382	45.90250321	189.1714948	2.904699154	140.8433026	60.96215381	119.6402538	4.737647478	311.7620707	97.83271465	594.1601473
